"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/assert-use.php:3:12:3:16""]].","/lang/security/assert-use.php","6","8","6","15"
"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/assert-use.php:3:12:3:16""]].","/lang/security/assert-use.php","12","8","12","19"
"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/audit/assert-use-audit.php:7:8:7:12""]].","/lang/security/audit/assert-use-audit.php","7","8","7","25"
"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/audit/assert-use-audit.php:10:8:10:13""]].","/lang/security/audit/assert-use-audit.php","10","8","10","21"
"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-callable.php:12:22:12:26""]].","/lang/security/injection/tainted-callable.php","12","22","12","38"
"Code injection","User input reaches a code evaluation, enabling Code injection.","error","This code evaluation depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-object-instantiation.php:3:23:3:30""]].","/lang/security/injection/tainted-object-instantiation.php","7","19","7","33"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-exec.php:3:14:3:18""]].","/lang/security/injection/tainted-exec.php","6","8","6","22"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-exec.php:3:14:3:18""]].","/lang/security/injection/tainted-exec.php","16","16","16","30"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-exec.php:3:14:3:18""]].","/lang/security/injection/tainted-exec.php","20","16","20","33"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/tainted-exec.php:3:13:3:20""]].","/lang/security/tainted-exec.php","5","6","5","30"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/tainted-exec.php:13:12:13:20""]].","/lang/security/tainted-exec.php","16","8","16","11"
"Command injection","User input reaches a shell command, enabling Command injection.","error","This shell command depends on a [[""user-provided value""|""relative:///lang/security/tainted-exec.php:31:8:31:13""]].","/lang/security/tainted-exec.php","37","14","37","17"
"File inclusion","User input reaches a included file path, enabling File inclusion.","error","This included file path depends on a [[""user-provided value""|""relative:///lang/security/file-inclusion.php:3:15:3:19""]].","/lang/security/file-inclusion.php","6","8","6","20"
"File inclusion","User input reaches a included file path, enabling File inclusion.","error","This included file path depends on a [[""user-provided value""|""relative:///lang/security/file-inclusion.php:3:15:3:19""]].","/lang/security/file-inclusion.php","12","13","12","25"
"File inclusion","User input reaches a included file path, enabling File inclusion.","error","This included file path depends on a [[""user-provided value""|""relative:///lang/security/file-inclusion.php:3:15:3:19""]].","/lang/security/file-inclusion.php","18","8","18","20"
"File inclusion","User input reaches a included file path, enabling File inclusion.","error","This included file path depends on a [[""user-provided value""|""relative:///lang/security/file-inclusion.php:3:15:3:19""]].","/lang/security/file-inclusion.php","24","13","24","25"
"File inclusion","User input reaches a included file path, enabling File inclusion.","error","This included file path depends on a [[""user-provided value""|""relative:///lang/security/file-inclusion.php:3:15:3:19""]].","/lang/security/file-inclusion.php","30","8","30","30"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:4:21:4:28""]].","/lang/security/redirect-to-request-uri.php","4","8","4","43"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:7:20:7:27""]].","/lang/security/redirect-to-request-uri.php","7","8","7","42"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:10:21:10:28""]].","/lang/security/redirect-to-request-uri.php","10","8","10","47"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:13:21:13:28""]].","/lang/security/redirect-to-request-uri.php","13","8","13","43"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:16:21:16:28""]].","/lang/security/redirect-to-request-uri.php","16","8","16","43"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:19:21:19:28""]].","/lang/security/redirect-to-request-uri.php","19","8","19","40"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:25:40:25:47""]].","/lang/security/redirect-to-request-uri.php","25","8","25","62"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:28:31:28:38""]].","/lang/security/redirect-to-request-uri.php","28","8","28","53"
"Open redirect","User input reaches a HTTP header, enabling Open redirect.","error","This HTTP header depends on a [[""user-provided value""|""relative:///lang/security/redirect-to-request-uri.php:31:42:31:49""]].","/lang/security/redirect-to-request-uri.php","31","8","31","64"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-filename.php:3:12:3:16""]].","/lang/security/injection/tainted-filename.php","8","6","8","13"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:29:16:29:20""]].","/lang/security/php-ssrf.php","30","23","30","26"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/unlink-use.php:3:9:3:13""]].","/lang/security/unlink-use.php","5","8","5","36"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:35:23:35:28""]].","/lang/security/php-ssrf.php","35","23","35","33"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:40:16:40:21""]].","/lang/security/php-ssrf.php","41","35","41","38"
"Path traversal","User input reaches a file path, enabling Path traversal.","error","This file path depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:46:35:46:40""]].","/lang/security/php-ssrf.php","46","35","46","45"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:5:13:5:21""]].","/lang/security/injection/echoed-request.php","7","10","7","24"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:5:13:5:21""]].","/lang/security/injection/echoed-request.php","9","10","9","27"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:5:13:5:21""]].","/lang/security/injection/printed-request.php","7","10","7","26"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:5:13:5:21""]].","/lang/security/injection/printed-request.php","9","10","9","29"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:19:13:19:21""]].","/lang/security/injection/echoed-request.php","21","10","21","24"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:26:19:26:24""]].","/lang/security/injection/echoed-request.php","26","10","26","37"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:19:13:19:21""]].","/lang/security/injection/printed-request.php","21","10","21","26"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:30:13:30:17""]].","/lang/security/injection/echoed-request.php","33","14","33","28"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:26:20:26:25""]].","/lang/security/injection/printed-request.php","26","10","26","39"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:39:53:39:58""]].","/lang/security/injection/echoed-request.php","39","10","39","70"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:30:13:30:17""]].","/lang/security/injection/printed-request.php","33","14","33","30"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:44:24:44:29""]].","/lang/security/injection/echoed-request.php","44","10","44","38"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:48:11:48:15""]].","/lang/security/injection/echoed-request.php","51","14","51","17"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:39:54:39:59""]].","/lang/security/injection/printed-request.php","39","10","39","72"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/echoed-request.php:56:12:56:16""]].","/lang/security/injection/echoed-request.php","59","15","59","18"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:44:25:44:30""]].","/lang/security/injection/printed-request.php","44","10","44","40"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:48:12:48:16""]].","/lang/security/injection/printed-request.php","51","15","51","20"
"Reflected XSS","User input reaches a page output, enabling Reflected XSS.","error","This page output depends on a [[""user-provided value""|""relative:///lang/security/injection/printed-request.php:56:13:56:17""]].","/lang/security/injection/printed-request.php","59","16","59","21"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///doctrine/security/audit/doctrine-dbal-dangerous-query.php:22:83:22:87""]].","/doctrine/security/audit/doctrine-dbal-dangerous-query.php","22","37","22","105"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-sql-string.php:7:49:7:53""]].","/lang/security/injection/tainted-sql-string.php","8","25","8","30"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-sql-string.php:13:13:13:18""]].","/lang/security/injection/tainted-sql-string.php","16","25","16","30"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-sql-string.php:22:48:22:56""]].","/lang/security/injection/tainted-sql-string.php","23","25","23","30"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-sql-string.php:29:61:29:68""]].","/lang/security/injection/tainted-sql-string.php","30","25","30","30"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-sql-string.php:37:39:37:43""]].","/lang/security/injection/tainted-sql-string.php","38","25","38","30"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","8","16","8","69"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","13","35","13","42"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","15","37","15","44"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","17","29","17","36"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","21","37","21","44"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","29","45","29","52"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","31","42","31","49"
"SQL injection","User input reaches a SQL query, enabling SQL injection.","error","This SQL query depends on a [[""user-provided value""|""relative:///laravel/security/laravel-sql-injection.php:3:12:3:16""]].","/laravel/security/laravel-sql-injection.php","33","41","33","48"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:17:23:17:27""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:23:13:23:18""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:32:22:32:30""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:39:38:39:45""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:48:38:48:42""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:54:13:54:18""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:63:37:63:45""]].
This outbound request depends on a [[""user-provided value""|""relative:///lang/security/injection/tainted-url-host.php:70:55:70:62""]].","/lang/security/injection/tainted-url-host.php","4","21","4","24"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:5:25:5:29""]].","/lang/security/php-ssrf.php","5","25","5","34"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:10:9:10:13""]].","/lang/security/php-ssrf.php","11","25","11","28"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:17:39:17:44""]].","/lang/security/php-ssrf.php","17","39","17","57"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///lang/security/php-ssrf.php:23:16:23:20""]].","/lang/security/php-ssrf.php","24","39","24","42"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:3:8:3:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","5","27","5","30"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:7:8:7:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","9","32","9","35"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:11:8:11:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","13","36","13","39"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:15:8:15:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","17","33","17","36"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:19:8:19:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","21","27","21","30"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:23:8:23:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","25","36","25","39"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:27:8:27:12""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","29","33","29","36"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:32:27:32:32""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","32","27","32","40"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:35:33:35:38""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","35","33","35","46"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:38:27:38:35""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","38","27","38","45"
"Server-side request forgery","User input reaches a outbound request, enabling Server-side request forgery.","error","This outbound request depends on a [[""user-provided value""|""relative:///wordpress-plugins/security/audit/wp-ssrf-audit.php:41:36:41:44""]].","/wordpress-plugins/security/audit/wp-ssrf-audit.php","41","36","41","54"
